teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
Robert Morris,F,83,Sophomore,1,Josh Hill,6,20,337.78,22,32,4,66,0.43651,0.29091,60,7.105216413,0.557,0.408,0.58,0.746,,-2.1920664,0.066,-0.47911487,0.335,-2.67118127,0.099,5,4.408643049
Cleveland St.,F,79,Sophomore,7,Dayan Nessah,23,23,638.56,44,67,24,101,0.09953,0.38095,102,6.389376096,0.197,0.794,0.789,0.67,,1.5384666,0.698,-0.74804244,0.257,0.79042416,0.541,4.179483378,1.465133869
Green Bay,F,78,Freshman,23,Caden Wilkins,21,31,668.04,19,21,9,72,0.67683,0.40541,79,4.730255673,0.845,0.871,0.687,0.471,,-0.033409978,0.402,-0.16492035,0.424,-0.198330328,0.4,3.959160528,4.161471384
Youngstown St.,F,78,Senior,15,Cris Carroll,29,29,908.78,23,87,34,132,0.58939,0.38863,102,4.489535421,0.757,0.821,0.789,0.439,,0.88577206,0.584,1.4099929,0.832,2.29576496,0.727,3.29565364,1.811926739
Detroit Mercy,F,81,Sophomore,30,Ryan Kalambay,16,28,545.51,62,16,20,85,0,,151,11.07220766,0,0,0.927,0.949,,0.053872161,0.416,1.9400248,0.899,1.993896961,0.695,5,4.264304919
Wright St.,F,78,Sophomore,20,Andrea Holden,3,30,424.77,41,31,16,71,0,,97,9.134355063,0,0,0.772,0.885,,-0.89439071,0.237,1.9686507,0.904,1.07425999,0.585,5,3.230811077
Northern Ky.,F,79,Senior,24,Kael Robinson,25,27,717.5,37,43,19,85,0.54762,0.36646,98,5.463414634,0.71,0.74,0.776,0.561,,0.8099242,0.573,0.31952865,0.566,1.12945285,0.593,3.674039544,3.018666623
IU Indy,F,80,Sophomore,23,Aiden Miller,9,27,403.49,33,21,17,71,0.77876,0.30682,100,9.913504672,0.914,0.467,0.782,0.917,,-1.3779013,0.157,-1.160708,0.161,-2.5386093,0.108,4.809428106,4.351718049
Purdue Fort Wayne,F,81,Freshman,1,Ebrahim Kaba,0,17,195.49,5,14,8,35,0.75472,0.25,34,6.95687759,0.899,0.279,0.407,0.729,,,,,,,,#N/A,#N/A
Northern Ky.,F,80,Sophomore,10,Donovan Rakotonanahary,0,28,347.49,31,9,18,30,0.0625,0.33333,70,8.057785836,0.172,0.567,0.638,0.818,,0.1665734,0.443,-0.6975828,0.272,-0.5310094,0.343,3.409215754,3.826021735
IU Indy,F,78,Sophomore,20,Kameron Tinsley,4,27,478.81,11,24,15,53,0.7875,0.34127,55,4.594724421,0.917,0.634,0.548,0.454,,0.1036181,0.427,-1.4554755,0.099,-1.3518574,0.233,3.71929684,3.356794899
IU Indy,F,80,Freshman,1,Reece Hagy,22,29,311.34,13,6,11,38,0.52727,0.2069,56,7.194706751,0.684,0.215,0.555,0.754,,-0.45558133,0.32,0.60519514,0.646,0.14961381,0.449,3.686374605,4.667611125
IU Indy,F,81,Freshman,24,Gabe Stewart,4,10,53.45,9,3,0,12,0.28571,0.25,18,13.47053321,0.358,0.279,0.291,0.979,,,,,,,,#N/A,#N/A
Wright St.,F,81,Freshman,4,Kellen Pickett,21,30,665.39,32,27,11,132,0.26163,0.26667,148,8.897037827,0.331,0.333,0.921,0.873,,0.66849159,0.542,1.3609778,0.823,2.02946939,0.7,5,3.453203915
Oakland,F,80,Junior,32,Isaac Garrett,27,27,786.19,65,49,29,129,0.08679,0.26087,174,8.852821837,0.188,0.322,0.958,0.87,,1.8705748,0.757,0.23850112,0.544,2.10907592,0.707,4.342749575,2.404360857
Milwaukee,F,82,Junior,34,Tate MacKenzie,1,19,125.18,13,6,1,9,0,,17,5.432177664,0,0,0.286,0.557,,,,,,,,#N/A,#N/A
Robert Morris,F,77,Freshman,6,Eddie Cooke III,0,11,106.34,11,7,1,17,0.14286,0,22,8.275343239,0.227,0,0.322,0.834,,,,,,,,#N/A,#N/A
Robert Morris,F,82,Freshman,13,Samuel Obenjo,0,20,189.09,12,6,3,13,0,,22,4.653868528,0,0,0.322,0.461,,,,,,,,#N/A,#N/A
Green Bay,F,81,Sophomore,0,Ramel Bethea,4,28,351.28,28,14,8,37,0.01852,0,59,6.718287406,0.135,0,0.574,0.703,,0.027407032,0.411,-0.93028651,0.207,-0.902879478,0.291,5,3.853452415
Green Bay,F,84,Freshman,20,Maruan Cicic,7,19,208.07,12,13,3,18,0.02857,0,20,3.844859903,0.146,0,0.307,0.356,,,,,,,,#N/A,#N/A
Green Bay,F,80,Freshman,6,Vukasin Todorovic,0,18,172.39,9,13,5,14,0.14894,0.14286,15,3.480480306,0.232,0.151,0.27,0.307,,,,,,,,#N/A,#N/A
Cleveland St.,F,80,Junior,15,Ivan Spirov,0,14,104.71,11,7,0,10,0.33333,0.375,14,5.348104288,0.412,0.769,0.261,0.543,,,,,,,,#N/A,#N/A
Cleveland St.,F,82,Freshman,50,Kevo St.Hilaire,0,12,59.32,6,3,4,6,0,,13,8.766014835,0,0,0.252,0.866,,,,,,,,#N/A,#N/A
Purdue Fort Wayne,F,80,Freshman,15,Yuval Levin,0,29,257.11,12,13,22,31,0.58209,0.28205,52,8.089922601,0.748,0.376,0.532,0.82,,,,,,,,#N/A,#N/A
Youngstown St.,F,80,Senior,4,Tyler Robinett,3,10,116.59,9,5,1,10,0.41667,0.2,15,5.146238957,0.53,0.191,0.27,0.52,,,,,,,,#N/A,#N/A
Northern Ky.,F,81,Junior,12,Addison Archer,0,18,100.7,11,3,1,8,0.2,0.5,17,6.752730884,0.269,0.953,0.286,0.706,,,,,,,,#N/A,#N/A
Northern Ky.,F,79,Freshman,1,Ryan Tolliver,1,18,109.73,9,3,5,16,0.13333,0,27,9.84234029,0.221,0,0.358,0.915,,,,,,,,#N/A,#N/A
Detroit Mercy,F,79,Freshman,4,Keshawn Fisher,1,18,195.31,12,19,6,24,0.43902,0.30556,23,4.710460294,0.56,0.46,0.33,0.468,,,,,,,,#N/A,#N/A
Detroit Mercy,F,85,Freshman,6,Xavier Istomin-Monroe,6,17,133.67,7,9,0,18,0,,16,4.787910526,0,0,0.277,0.479,,,,,,,,#N/A,#N/A
Oakland,F,82,Senior,11,Nate Deer,0,9,26,2,1,0,2,0,,3,4.615384615,0,0,0.139,0.456,,,,,,,,#N/A,#N/A
Robert Morris,F,85,Senior,35,Ubong Okon,0,14,78.4,5,4,4,8,0,,13,6.632653061,0,0,0.252,0.695,,,,,,,,#N/A,#N/A
Virginia,F,79,Senior,11,Devin Tillis,1,26,438.37,16,21,6,56,0.58252,0.38333,57,5.201085841,0.749,0.804,0.561,0.526,,2.6718214,0.856,1.2644521,0.803,3.9362735,0.867,2.838715023,3.630253779
Louisville,F,84,Senior,15,Aly Khalifa,0,31,378.09,12,31,10,49,0.68235,0.41379,40,4.231796662,0.85,0.888,0.448,0.404,,3.9829438,0.947,2.498119,0.95,6.4810628,0.966,2.208955928,1.722865618
Notre Dame,F,80,Senior,33,Carson Towt,31,31,805.64,110,39,20,169,0,,260,12.90899161,0,0,0.995,0.975,,1.2823784,0.657,1.4238651,0.836,2.7062435,0.77,4.954429488,3.414742636
Louisville,F,82,Senior,7,Kasean Pryor,0,21,143.17,8,10,9,32,0.47826,0.22727,39,10.89613746,0.609,0.244,0.44,0.945,,,,,,,,#N/A,#N/A
California,F,82,Senior,8,Milos Ilic,8,30,524.08,42,28,17,91,0.09333,0.28571,122,9.311555488,0.194,0.382,0.859,0.895,,1.0243664,0.612,1.6630633,0.87,2.6874297,0.767,4.138778991,3.360448148
Georgia Tech,F,6'7,Senior,14,Kowacie Reeves Jr.,29,29,876.56,23,41,27,87,0.45322,0.3871,96,4.380761157,0.579,0.817,0.769,0.423,potential,1.5608854,0.701,0.66068826,0.662,2.22157366,0.717,3.000942882,2.70330323
California,F,80,Senior,2,John Camden,30,30,949.78,26,30,21,116,0.67474,0.39487,133,5.601297142,0.843,0.838,0.889,0.579,,3.8827584,0.944,1.5186003,0.852,5.4013587,0.942,3.134419237,2.671966676
NC State,F,82,Senior,12,Scottie Ebube,1,16,62.44,10,6,4,6,0,,14,8.968609865,0,0,0.261,0.875,,,,,,,,#N/A,#N/A
Clemson,F,82,Senior,11,Nick Davidson,11,31,667.79,39,33,15,77,0.37056,0.34247,98,5.870108867,0.467,0.638,0.776,0.612,,2.1395516,0.796,1.8196626,0.889,3.9592142,0.869,3.635058966,2.67586016
NC State,F,80,Senior,22,Ven-Allen Lubin,31,31,863.26,92,27,14,129,0.04508,0.27273,208,9.637884299,0.158,0.349,0.979,0.908,,3.5845306,0.929,1.2095525,0.786,4.7940831,0.917,4.982810591,2.392152437
Notre Dame,F,82,Senior,14,Kebba Njie,0,17,195.46,10,11,1,47,0.05263,0,47,9.618336232,0.164,0,0.497,0.907,,,,,,,,#N/A,#N/A
North Carolina,F,84,Junior,13,Henri Veesaar,29,29,895.75,61,43,17,182,0.26623,0.41463,217,9.69020374,0.338,0.89,0.984,0.911,,5.369923,0.987,3.778684,0.992,9.148607,0.994,4.734339415,1.891128396
NC State,F,78,Senior,1,Darrion Williams,30,30,891.02,30,47,34,114,0.48238,0.38764,131,5.880900541,0.616,0.819,0.884,0.614,,3.5065846,0.924,1.9512091,0.901,5.4577937,0.944,2.756646341,2.886421921
Stanford,F,80,Senior,10,Chisom Okpara,17,17,484.23,27,45,19,39,0.3237,0.30357,40,3.304214939,0.403,0.452,0.448,0.281,,0.71285409,0.55,0.62311586,0.651,1.33596995,0.623,2.565526865,2.292495333
California,F,82,Senior,34,Lee Dort,22,23,540.87,46,21,11,131,0,,167,12.35047239,0,0,0.952,0.971,,0.44008085,0.5,2.6263915,0.956,3.06647235,0.807,5,3.270688365
Syracuse,F,6'9,Senior,42,William Kyle III,31,31,874.62,88,33,32,133,0,,220,10.06151243,0,0,0.986,0.923,potential,0.54441012,0.521,1.8873596,0.895,2.43176972,0.741,4.980323337,3.506054424
Duke,F,83,Junior,15,Ifeanyi Ufochukwu,0,5,21.9,2,2,0,1,0,,1,1.826484018,0,0,0.074,0.132,,,,,,,,#N/A,#N/A
Stanford,F,79,Junior,24,Jaylen Thompson,4,18,184.81,6,6,7,13,0.4,0.21429,20,4.328770088,0.505,0.222,0.307,0.416,,,,,,,,#N/A,#N/A
Stanford,F,81,Senior,4,AJ Rohosy,26,31,619.51,66,31,16,104,0,,155,10.00790948,0,0,0.933,0.921,,0.22979905,0.455,0.8886169,0.716,1.11841595,0.592,5,3.741865983
Pittsburgh,F,82,Senior,2,Cameron Corhen,31,31,1054.46,72,66,31,139,0.12416,0.37838,176,6.676403088,0.214,0.786,0.961,0.699,,2.4973387,0.838,1.5420694,0.855,4.0394081,0.875,3.66371911,2.637870995
California,F,79,Senior,22,Chris Bell,29,30,832.35,10,36,16,66,0.56537,0.38125,56,2.691175587,0.727,0.796,0.555,0.209,,1.6204148,0.714,0.44663453,0.607,2.06704933,0.704,3.048834499,3.16174042
Duke,F,81,Senior,6,Maliq Brown,3,31,613.69,53,32,60,94,0.25439,0.17241,175,11.4064104,0.326,0.176,0.959,0.956,,3.2815286,0.911,4.71298,0.996,7.9945086,0.986,3.035661255,3.429949826
Miami (FL),F,81,Junior,5,Malik Reneau,31,31,879.5,74,85,27,131,0.16449,0.36508,147,6.685616828,0.242,0.736,0.917,0.7,,5.190328,0.983,2.0321743,0.912,7.2225023,0.975,4.216239775,1.535503129
Virginia,F,84,Senior,33,Ugonna Onyenso,0,31,550.46,51,14,20,101,0.22222,0.28125,158,11.48130654,0.292,0.373,0.939,0.958,,1.1810213,0.638,3.1527964,0.976,4.3338177,0.895,5,3.789936184
Virginia Tech,F,80,Senior,1,Tobi Lawal,16,22,638.41,50,39,7,136,0.29114,0.26087,154,9.648971664,0.367,0.322,0.932,0.909,,1.2829104,0.658,0.95614048,0.733,2.23905088,0.719,5,3.192433753
California,F,79,Senior,31,Rytis Petraitis,0,7,117.52,6,4,4,22,0.20833,0.4,28,9.530292716,0.281,0.849,0.365,0.903,,,,,,,,#N/A,#N/A
SMU,F,78,Senior,3,Corey Washington,31,31,844.84,60,32,28,94,0.44206,0.40777,150,7.101936461,0.563,0.876,0.925,0.746,,3.2645346,0.91,1.3266633,0.816,4.5911979,0.908,3.746851163,3.642623984
Florida St.,F,80,Senior,25,Alex Steen,27,30,574.25,82,27,18,87,0.00901,0,160,11.1449717,0.123,0,0.942,0.95,,2.3865209,0.825,0.64555881,0.658,3.03207971,0.803,5,2.827738691
Florida St.,F,82,Junior,7,Chauncey Wiggins,28,30,831.18,30,29,9,89,0.60959,0.3764,99,4.76431098,0.782,0.779,0.779,0.476,,2.4949193,0.837,0.3145115,0.564,2.8094308,0.78,3.268683172,2.646584137
Clemson,F,80,Senior,0,RJ Godfrey,28,31,778.01,51,44,20,112,0.03636,0.25,139,7.146437706,0.152,0.279,0.903,0.75,,3.4758519,0.922,3.2914287,0.982,6.7672806,0.97,3.965832859,1.825735767
Miami (FL),F,83,Junior,8,Ernest Udeh Jr.,29,29,800.88,88,18,30,186,0,,286,14.28428728,0,0,0.998,0.983,,2.1223116,0.793,3.2599787,0.981,5.3822903,0.942,5,4.197019322
Florida St.,F,83,Senior,4,Shahid Muhammad,0,13,93.32,5,5,1,10,0,,11,4.71495928,0,0,0.234,0.469,,,,,,,,#N/A,#N/A
Boston College,F,6'11,Junior,33,Boden Kapke,17,31,830.29,58,40,11,120,0.33591,0.33333,149,7.178214841,0.425,0.567,0.923,0.752,potential,-0.10691892,0.386,0.95370959,0.731,0.84679067,0.549,4.008577993,2.895178436
Stanford,F,82,Sophomore,52,Aidan Cammann,13,31,678.13,45,37,33,75,0.30159,0.23684,116,6.842345863,0.378,0.262,0.838,0.716,,1.8270427,0.748,1.3638342,0.823,3.1908769,0.819,3.34041383,3.054667877
Pittsburgh,F,82,Sophomore,4,Papa Amadou Kante,0,8,113.28,17,3,2,26,0.1,0,42,14.83050847,0.197,0,0.464,0.984,,,,,,,,#N/A,#N/A
Stanford,F,79,Sophomore,20,Cameron Grant,0,20,209.49,9,7,2,16,0.92982,0.24528,20,3.818798033,0.961,0.276,0.307,0.353,,,,,,,,#N/A,#N/A
Wake Forest,F,80,Junior,0,Omaha Biliew,20,31,604.02,29,22,19,41,0.59701,0.35,67,4.436939174,0.767,0.667,0.622,0.429,,0.99306921,0.607,0.5957182,0.643,1.58878741,0.649,3.08360346,4.068262759
Georgia Tech,F,6'9,Junior,11,Baye Ndongo,27,27,733.46,78,66,22,142,0.06222,0.35714,176,9.598342105,0.172,0.699,0.961,0.907,potential,1.9942688,0.775,2.1958081,0.927,4.1900769,0.883,4.712106111,2.064500023
Syracuse,F,6'9,Sophomore,10,Ibrahim Souare,0,28,237.66,19,10,5,35,0.07143,0,49,8.247075654,0.179,0,0.511,0.831,potential,-0.51,0.313,1.39,0.829,0.88,0.554,5,5
North Carolina,F,82,Junior,15,Jarin Stevenson,23,31,783.63,45,27,19,89,0.47879,0.29114,126,6.431606753,0.611,0.409,0.87,0.674,,2.3577043,0.822,1.9529038,0.902,4.3106081,0.893,3.559359686,3.963251282
SMU,F,81,Junior,4,Sam Walters,2,21,188.12,7,9,1,13,0.74,0.35135,12,2.551562832,0.888,0.674,0.244,0.195,,,,,,,,#N/A,#N/A
Clemson,F,82,Junior,10,Jake Wahlin,27,31,645.84,25,24,9,98,0.61905,0.36264,108,6.688963211,0.79,0.725,0.813,0.701,,1.741054,0.736,1.7585939,0.88,3.4996479,0.839,3.947587145,4.185576572
North Carolina,F,82,Sophomore,1,Zayden High,2,27,251.32,24,18,10,52,0.21918,0.1875,68,10.82285532,0.29,0.186,0.627,0.944,,,,,,,,#N/A,#N/A
Clemson,F,82,Junior,22,Carter Welling,23,31,655.07,47,39,26,123,0.26291,0.28571,157,9.58676172,0.333,0.382,0.938,0.906,,1.4452957,0.682,2.8149413,0.965,4.260237,0.889,4.665513627,2.501661602
Virginia,F,81,Sophomore,35,Carter Lang,0,12,25.16,4,0,0,2,0.42857,0.33333,6,9.538950715,0.545,0.567,0.186,0.904,,,,,,,,#N/A,#N/A
NC State,F,81,Junior,15,Jerry Deng,0,8,100.06,4,3,5,13,0.73913,0.32353,19,7.595442734,0.888,0.534,0.298,0.787,,,,,,,,#N/A,#N/A
Wake Forest,F,82,Junior,13,Cooper Schwieger,11,30,614.57,32,24,15,41,0.27193,0.3871,64,4.165514099,0.343,0.817,0.606,0.396,,1.5782315,0.706,0.72520003,0.675,2.30343153,0.727,3.349985753,3.902553302
Wake Forest,F,80,Junior,11,Marqus Marion,0,20,241.76,19,5,9,26,0.44,0.09091,49,8.107213766,0.561,0.13,0.511,0.821,,,,,,,,#N/A,#N/A
Wake Forest,F,79,Senior,25,Tre'Von Spillers,30,31,895.82,48,33,31,124,0.10843,0.33333,170,7.590810654,0.204,0.567,0.954,0.787,,2.2308755,0.807,2.472561,0.948,4.7034365,0.913,4.256890209,3.16463433
Boston College,F,6'9,Sophomore,22,Jayden Hastings,29,31,700.28,74,32,18,101,0.0229,0,161,9.196321471,0.139,0,0.942,0.889,potential,0.32922827,0.476,3.107152,0.976,3.43638027,0.833,5,3.246069592
Virginia Tech,F,80,Junior,13,Amani Hansberry,30,30,921.21,85,62,44,136,0.29721,0.35417,203,8.814493981,0.374,0.685,0.978,0.868,,3.9732123,0.947,2.3256413,0.939,6.2988536,0.963,3.897913116,2.360366407
California,F,84,Sophomore,12,Dhiaukuei Manyiel Dut,0,11,43.37,3,2,1,8,0.2,0,10,9.222965183,0.269,0,0.228,0.891,,,,,,,,#N/A,#N/A
Stanford,F,80,Sophomore,2,Donavin Young,9,19,278.59,20,6,8,30,0.5102,0.32,52,7.466168922,0.666,0.52,0.532,0.776,,-0.088621178,0.392,-0.079396213,0.454,-0.168017391,0.405,4.326003706,4.465941614
Stanford,F,79,Sophomore,33,Evan Stinson,0,4,21.12,0,1,2,2,0.8,0.25,3,5.681818182,0.924,0.279,0.139,0.589,,,,,,,,#N/A,#N/A
Notre Dame,F,83,Sophomore,12,Garrett Sundra,16,31,553.92,34,13,7,64,0.57778,0.30769,92,6.643558637,0.743,0.468,0.747,0.696,,-0.070841498,0.396,1.6761839,0.872,1.605342402,0.651,4.046773794,4.5261966
California,F,80,Sophomore,23,Sammie Yeanay,0,6,26.15,2,1,0,4,0.5,0,5,7.648183556,0.634,0,0.175,0.792,,,,,,,,#N/A,#N/A
Boston College,F,6'8,Sophomore,55,Jason Asemota,0,21,165.02,7,8,3,37,0.66667,0.38235,39,9.453399588,0.828,0.8,0.44,0.9,potential,0.45,0.502,0.51,0.623,0.95,0.567,5,3.3
North Carolina,F,82,Sophomore,2,James Brown,0,9,50.02,5,2,1,8,0,,12,9.596161535,0,0,0.244,0.906,,,,,,,,#N/A,#N/A
Louisville,F,82,Sophomore,9,Khani Rooths,2,27,462.71,28,21,17,98,0.44348,0.21569,122,10.54656264,0.566,0.227,0.859,0.939,,1.26021,0.653,2.3876214,0.942,3.6478314,0.847,4.257670471,4.304146353
Georgia Tech,F,7'0,Sophomore,5,Peyton Marshall,2,18,189.14,10,28,3,43,0.05128,0,28,5.9215396,0.162,0,0.365,0.62,potential,-2.96,0.022,2.37,0.941,-0.58,0.336,5,3.1
NC State,F,79,Freshman,45,Colt Langdon,0,6,17.92,1,1,0,0,0.66667,0,0,0,0.828,0,0.022,0.022,,,,,,,,#N/A,#N/A
Clemson,F,81,Sophomore,8,Dallas Thomas,0,18,77.38,2,4,0,4,0.70833,0.52941,2,1.033858878,0.868,0.975,0.113,0.093,,,,,,,,#N/A,#N/A
Florida St.,F,78,Sophomore,19,AJ Swinton,1,26,409.46,9,12,25,39,0.59184,0.32759,61,5.959068041,0.76,0.549,0.586,0.623,,0.62786208,0.535,0.62419283,0.652,1.25205491,0.61,2.919178299,4.180085878
Florida St.,F,84,Sophomore,12,Alier Maluk,3,22,138.67,17,8,5,20,0.21212,0.28571,34,9.807456552,0.284,0.382,0.407,0.914,,,,,,,,#N/A,#N/A
North Carolina,F,78,Sophomore,11,Jonathan Powell,0,31,505.95,18,11,16,56,0.73846,0.38542,79,6.24567645,0.887,0.814,0.687,0.655,,1.4390984,0.681,1.044718,0.752,2.4838164,0.747,2.70313037,4.248129884
Wake Forest,F,79,Sophomore,2,Juke Harris,31,31,1069.02,39,54,40,170,0.50323,0.33761,195,7.296402312,0.657,0.62,0.973,0.762,,4.1684201,0.955,1.5868931,0.862,5.7553132,0.95,3.451888741,2.020975168
SMU,F,82,Freshman,13,Mitchell Holmes,0,25,136.03,5,4,2,18,0,,21,6.175108432,0,0,0.315,0.647,,,,,,,,#N/A,#N/A
SMU,F,86,Sophomore,24,Samet Yigitoglu,31,31,887.86,112,56,16,131,0.00439,0,203,9.145586016,0.117,0,0.978,0.886,,1.9183209,0.764,2.2521398,0.932,4.1704607,0.882,5,3.412766048
Duke,F,83,Sophomore,21,Patrick Ngongba,28,29,648.92,66,38,18,109,0.16022,0.27586,155,9.554336436,0.239,0.36,0.933,0.905,,5.0495166,0.979,4.8531819,0.998,9.9026985,0.997,4.662325516,2.219129743
Syracuse,F,6'8,Sophomore,5,Tyler Betsey,0,30,531.83,24,13,10,56,0.72327,0.3913,77,5.791324295,0.878,0.828,0.676,0.605,potential,2.2358859,0.808,-1.0425983,0.185,1.1932876,0.602,3.472684879,3.929249472
California,F,83,Sophomore,17,Mantas Kocanas,0,20,144.55,8,11,4,22,0.25926,0.42857,23,6.36457973,0.33,0.914,0.33,0.668,,,,,,,,#N/A,#N/A
Syracuse,F,6'9,Sophomore,1,Donnie Freeman,20,22,684.62,22,53,18,140,0.31907,0.30488,127,7.420174695,0.398,0.458,0.871,0.772,potential,2.2154046,0.805,2.2583125,0.933,4.4737171,0.902,4.279832842,2.257728703
Georgia Tech,F,7'0,Freshman,8,Cole Kirouac,0,23,261.52,17,7,6,36,0,,52,7.9535026,0,0,0.532,0.813,potential,-1.2442488,0.175,0.17324781,0.527,-1.07100099,0.268,4.314001933,4.844499002
Georgia Tech,F,6'10,Freshman,6,Mouhamed Sylla,15,16,343.62,32,23,12,83,0.03509,0.25,104,12.1063966,0.151,0.279,0.798,0.968,potential,-1.2690282,0.172,1.4547277,0.842,0.1856995,0.453,5,3.227247483
Clemson,F,80,Freshman,3,Chase Thompson,0,31,256.65,9,9,6,22,0.4878,0.4,28,4.363919735,0.622,0.849,0.365,0.419,,,,,,,,#N/A,#N/A
Clemson,F,82,Freshman,44,Trent Steinour,0,6,15.02,3,1,0,4,0,,6,15.97869507,0,0,0.186,0.987,,,,,,,,#N/A,#N/A
Virginia Tech,F,82,Freshman,32,Christian Gurdak,9,30,503.27,61,16,10,67,0,,122,9.696584338,0,0,0.859,0.911,,0.50608081,0.51,1.524876,0.853,2.03095681,0.7,5,3.567774614
Virginia Tech,F,79,Freshman,5,Sin'Cere Jones,0,11,73.16,5,1,1,10,0.58333,0,15,8.201202843,0.749,0,0.27,0.828,,,,,,,,#N/A,#N/A
Virginia Tech,F,84,Freshman,77,Antonio Dorn,5,23,193.18,21,11,2,16,0,,28,5.797701625,0,0,0.365,0.607,,,,,,,,#N/A,#N/A
Louisville,F,83,Junior,13,Sananda Fru,29,31,694.38,89,46,16,103,0.05063,0.5,162,9.332066016,0.162,0.953,0.944,0.896,,3.2752644,0.911,2.6090952,0.955,5.8843596,0.954,5,2.516369226
Louisville,F,80,Junior,53,Vangelis Zougris,2,23,192.73,29,20,7,24,0,,40,8.301769315,0,0,0.448,0.836,,,,,,,,#N/A,#N/A
Notre Dame,F,81,Senior,34,Matthew MacLellan,0,9,43.33,2,1,0,9,0,,10,9.231479345,0,0,0.228,0.891,,,,,,,,#N/A,#N/A
Notre Dame,F,78,Freshman,7,Ryder Frost,0,26,161.83,5,5,1,15,0.91228,0.38462,16,3.954767348,0.959,0.807,0.277,0.371,,,,,,,,#N/A,#N/A
Notre Dame,F,82,Freshman,6,Brady Koehler,13,30,479.7,20,26,20,77,0.44355,0.38182,91,7.588075881,0.566,0.798,0.741,0.786,,-0.047555878,0.4,1.2533221,0.8,1.205766222,0.603,4.625652396,3.740865674
Stanford,F,82,Freshman,15,Oskar Giltay,5,30,435.84,51,21,21,75,0,,126,11.56387665,0,0,0.87,0.959,,-0.90964766,0.232,2.7036821,0.958,1.79403444,0.674,5,4.166484687
Stanford,F,82,Freshman,12,Kristers Skrinda,0,9,53.81,6,1,1,8,0.44444,0.25,14,10.40698755,0.566,0.279,0.261,0.934,,,,,,,,#N/A,#N/A
SMU,F,77,Freshman,7,Jermaine O'Neal Jr.,2,31,475.58,19,14,14,48,0.44275,0.39655,67,5.635224358,0.565,0.842,0.622,0.582,,0.72324047,0.553,0.032938002,0.485,0.756178472,0.536,3.28949557,4.469188187
SMU,F,82,Freshman,10,Jaden Toombs,2,24,438.08,27,19,10,65,0.18657,0.24,83,7.57852447,0.26,0.266,0.705,0.785,,1.5929591,0.708,-0.27961738,0.39,1.31334172,0.618,4.2047046,3.62358593
SMU,F,78,Freshman,9,B.J. Davis-Ray,0,29,214.93,8,7,9,14,0.51163,0.18182,24,4.466570511,0.668,0.18,0.337,0.436,,,,,,,,#N/A,#N/A
NC State,F,82,Freshman,13,Musa Sagnia,1,31,407.25,43,15,19,51,0.07143,0.25,98,9.625537139,0.179,0.279,0.776,0.908,,1.1412053,0.632,1.9725293,0.905,3.1137346,0.812,4.735636666,4.693196687
Virginia,F,81,Freshman,28,Thijs De Ridder,31,31,852.01,75,55,27,119,0.26686,0.34066,166,7.793335759,0.339,0.629,0.951,0.802,,4.4141177,0.964,2.9299403,0.969,7.344058,0.977,3.572518344,2.404846175
Virginia,F,84,Freshman,17,Johann Grünloh,31,31,678.83,78,23,16,91,0.35294,0.35,162,9.545836218,0.442,0.667,0.944,0.904,,,,,,,,#N/A,#N/A
North Carolina,F,82,Freshman,8,Caleb Wilson,24,24,751.48,68,47,36,158,0.09184,0.25926,215,11.44408367,0.193,0.32,0.983,0.956,,5.1691173,0.982,3.6274093,0.989,8.7965266,0.992,4.350775909,1.27069185
Miami (FL),F,78,Freshman,7,Shelton Henderson,31,31,953.43,58,56,36,90,0.16151,0.2766,128,5.370084852,0.24,0.363,0.875,0.547,,3.0407284,0.89,1.4837371,0.847,4.5244655,0.905,3.004615145,3.003587638
Miami (FL),F,82,Freshman,11,Salih Altuntas,0,31,244.32,20,11,7,40,0,,56,9.168303864,0,0,0.555,0.887,,,,,,,,#N/A,#N/A
Miami (FL),F,80,Freshman,88,Timotej Malovec,2,29,474.01,4,19,10,39,0.9,0.33333,34,2.869137782,0.957,0.567,0.407,0.231,,1.2513047,0.651,0.57852673,0.637,1.82983143,0.679,2.795992949,4.296157024
Syracuse,F,6'5,Freshman,7,Kiyan Anthony,2,29,541.51,11,28,9,29,0.36788,0.25352,21,1.551217891,0.462,0.312,0.315,0.115,potential,-0.68706395,0.279,-0.65872891,0.283,-1.34579286,0.233,2.16778249,3.621916444
Syracuse,F,6'9,Freshman,0,Sadiq White Jr.,11,30,450.67,35,27,16,63,0.13194,0.36842,87,7.721836377,0.22,0.747,0.723,0.797,potential,-0.47896903,0.319,1.3207092,0.815,0.84174017,0.547,4.370421774,3.450194979
Boston College,F,6'6,Freshman,88,Marko Radunovic,0,18,166.48,10,14,2,22,0.5,0.23077,20,4.805382028,0.634,0.247,0.307,0.48,potential,-2.71,0.033,1.24,0.794,-1.48,0.216,3.8,5
Pittsburgh,F,84,Freshman,12,Kieran Mullen,0,19,111.76,6,5,1,16,0.08333,0,18,6.442376521,0.186,0,0.291,0.676,,,,,,,,#N/A,#N/A
