teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
Pittsburgh,F,78,Freshman,13,Roman Siulepa,31,31,815.26,91,29,34,78,0.36905,0.31183,174,8.537153791,0.464,0.488,0.958,0.85,,1.4043372,0.675,0.97321961,0.736,2.37755681,0.736,3.944291067,3.529897645
Duke,F,81,Freshman,12,Cameron Boozer,31,31,1011.55,102,67,48,213,0.26777,0.40708,296,11.70480945,0.339,0.875,0.998,0.962,,9.9784313,1,5.0825344,0.998,15.0609657,1,3.672661841,1
Syracuse,F,6'5,Freshman,6,Calvin Russell III,0,1,1.8,1,1,0,0,0,,0,0,0,0,0.022,0.022,potential,,,,,,,#N/A,#N/A
Stanford,F,83,Sophomore,3,Tallis Toure,0,2,6.85,1,0,0,1,0,,2,11.67883212,0,0,0.113,0.962,,,,,,,,#N/A,#N/A
North Carolina,F,84,Sophomore,40,Ivan Matlekovic,0,4,7.14,0,0,0,0,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Syracuse,F,7'0,Freshman,12,Tiefing Diawara,0,4,9.24,1,0,0,2,0,,3,12.98701299,0,0,0.139,0.975,potential,,,,,,,#N/A,#N/A
North Carolina,F,80,Sophomore,25,John Holbrook,0,5,8.54,2,0,0,1,0,,3,14.05152225,0,0,0.139,0.982,,,,,,,,#N/A,#N/A
SMU,F,82,Freshman,22,Nigel Walls,0,9,31.83,0,2,2,2,0.5,0,2,2.513352183,0.634,0,0.113,0.19,,,,,,,,#N/A,#N/A
Boston College,F,6'9,Sophomore,8,Kany Tchanda,0,4,17.58,1,1,0,3,1,0,3,6.825938567,0.965,0,0.139,0.714,potential,,,,,,,#N/A,#N/A
Wake Forest,F,78,Junior,9,Vincent Ricchiuti,0,3,7.11,0,1,1,0,1,0.5,0,0,0.965,0.953,0.022,0.022,,,,,,,,#N/A,#N/A
Montana,F,80,Senior,32,Te'Jon Sawyer,27,27,753.37,21,52,16,119,0.34272,0.35616,104,5.521855131,0.431,0.697,0.798,0.569,,0.59663708,0.529,0.48904273,0.617,1.08567981,0.587,3.933391406,2.991982579
Portland St.,F,82,Senior,4,Tre-Vaughn Minott,27,27,792.44,91,29,16,143,0,,221,11.15541871,0,0,0.986,0.951,,0.49385942,0.509,1.0122562,0.746,1.50611562,0.639,5,3.426999063
Montana St.,F,81,Senior,21,Chris Hodges,29,29,702.19,51,37,9,75,0,,98,5.582534642,0,0,0.776,0.576,,-1.239839,0.176,0.90786898,0.72,-0.33197002,0.378,4.594691737,4.072130143
Northern Ariz.,F,78,Senior,12,Diego Campisano,9,23,427.14,15,13,12,43,0.67969,0.4023,57,5.337828347,0.846,0.866,0.561,0.541,,1.6101361,0.712,-2.3082084,0.019,-0.6980723,0.321,3.325544816,3.144152968
Sacramento St.,F,80,Senior,8,Shaqir O'Neal,28,28,546.51,31,20,11,60,0.40741,0.31818,82,6.001720005,0.519,0.512,0.701,0.628,,-1.1953257,0.183,-0.41095277,0.348,-1.60627847,0.198,4.171599083,4.182570795
Eastern Wash.,F,81,Senior,0,Angelo Winkel,0,4,19.78,1,3,1,1,0,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Montana,F,79,Junior,5,Amari Jedkins,0,19,102.75,5,2,6,12,0.36842,0.14286,21,8.175182482,0.462,0.151,0.315,0.826,,,,,,,,#N/A,#N/A
Weber St.,F,79,Senior,5,Nigel Burris,10,29,688.85,49,38,18,96,0.27368,0.34615,125,7.258474269,0.347,0.653,0.867,0.758,,0.79953203,0.571,-1.2183061,0.147,-0.41877407,0.363,4.202301235,2.921032457
Montana,F,80,Junior,7,Kadyn Betts,0,6,35.81,2,7,0,2,0.4,0.75,-3,-3.351019268,0.505,0.986,0.002,0.012,,,,,,,,#N/A,#N/A
Eastern Wash.,F,81,Senior,35,Shaumba Ngoyi,0,19,73.56,6,5,1,11,0,,13,7.069059271,0,0,0.252,0.742,,,,,,,,#N/A,#N/A
Northern Colo.,F,79,Senior,54,Ibu Yamazaki,26,28,786.62,16,33,10,85,0.69014,0.36054,78,3.966336986,0.855,0.72,0.681,0.372,,0.11810776,0.429,-0.99177847,0.198,-0.87367071,0.294,3.146404761,3.890214543
Northern Colo.,F,81,Senior,14,Brock Wisne,28,28,913.42,55,70,22,125,0.22419,0.32895,132,5.780473386,0.295,0.556,0.886,0.604,,2.6011033,0.848,0.58636425,0.64,3.18746755,0.818,3.307649341,2.167364418
Portland St.,F,81,Junior,7,Charles Chukwu,0,18,59.04,3,1,1,5,0,,8,5.420054201,0,0,0.209,0.554,,,,,,,,#N/A,#N/A
Idaho,F,83,Senior,0,Brody Rowbury,30,30,752.37,56,34,10,105,0.17931,0.38462,137,7.283650332,0.254,0.807,0.899,0.761,,0.68948167,0.544,0.00358561,0.477,0.69306728,0.527,4.593767643,3.251007008
Sacramento St.,F,81,Senior,34,Jeremiah Nyarko,0,4,18.8,2,1,0,1,0,,2,4.255319149,0,0,0.113,0.407,,,,,,,,#N/A,#N/A
Idaho St.,F,79,Senior,10,Connor Hollenbeck,30,30,902.44,53,56,28,85,0.44485,0.34711,110,4.875670405,0.568,0.659,0.818,0.488,,1.5079431,0.693,-1.3697067,0.114,0.1382364,0.447,3.005946913,2.579979937
Idaho St.,F,80,Senior,24,Caleb Van De Griend,1,30,546.44,77,37,14,110,0.16525,0.33333,164,12.00497767,0.243,0.567,0.948,0.966,,1.1733929,0.637,0.038553638,0.487,1.211946538,0.604,5,2.175942926
Montana,F,81,Senior,1,Trae Taylor,0,23,184.67,16,8,4,17,0,,29,6.281475064,0,0,0.374,0.66,,,,,,,,#N/A,#N/A
Idaho St.,F,83,Sophomore,30,Evan Otten,29,30,435.04,34,26,5,73,0.0099,1,86,7.907318867,0.125,0.989,0.719,0.809,,-0.60800558,0.294,1.574843,0.86,0.96683742,0.569,5,3.872349877
Eastern Wash.,F,81,Senior,15,Kiree Huie,29,30,770.37,58,60,15,101,0.00352,0,114,5.919233615,0.115,0,0.833,0.619,,-0.78480222,0.256,-0.13168325,0.436,-0.91648547,0.29,4.890192842,3.410591162
Portland St.,F,80,Senior,23,Terri Miller Jr.,27,27,851.91,38,78,38,105,0.34121,0.4,103,4.836191616,0.429,0.849,0.794,0.483,,2.6572189,0.853,2.6045932,0.954,5.2618121,0.939,2.760189289,1
Sacramento St.,F,80,Sophomore,0,Brandon Gardner,4,13,206.39,14,7,1,20,0.4,0.22222,28,5.426619507,0.505,0.232,0.365,0.555,,,,,,,,#N/A,#N/A
Weber St.,F,80,Junior,7,Malek Gomma,29,29,745.21,85,33,16,112,0.02747,0.4,180,9.661706096,0.144,0.849,0.964,0.909,,0.73721504,0.555,0.090329234,0.501,0.827544274,0.546,4.339533838,3.635853596
Northern Colo.,F,82,Junior,33,Egan Shields,4,27,489.61,42,27,2,89,0,,106,8.659953841,0,0,0.805,0.86,,0.062076802,0.418,-0.44563087,0.342,-0.383554068,0.367,5,3.005722207
Montana St.,F,82,Sophomore,35,Waka Mbatch,0,9,104.68,3,6,3,18,0.05,0,18,6.8781047,0.161,0,0.291,0.719,,,,,,,,#N/A,#N/A
Montana St.,F,80,Sophomore,7,Christian King,17,25,713.64,21,43,22,90,0.51825,0.34507,90,5.044560282,0.675,0.651,0.737,0.509,,-0.039381877,0.401,-0.38819799,0.355,-0.427579867,0.362,3.171735189,3.72276988
Montana St.,F,83,Junior,22,Calum Rutherfurd,0,2,1.39,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Northern Ariz.,F,81,Sophomore,5,Zack Davidson,11,12,288.7,21,22,8,35,0.02778,0.33333,42,5.81918947,0.144,0.567,0.464,0.608,,-1.7302993,0.114,-0.31176845,0.381,-2.04206775,0.152,3.893683405,2.086465265
Eastern Wash.,F,81,Junior,33,Emmett Marquardt,11,28,443.85,20,25,13,55,0.60163,0.37838,63,5.677593782,0.773,0.786,0.599,0.588,,1.3195749,0.663,-0.78915659,0.246,0.53041831,0.507,3.722580811,3.515421228
Idaho,F,81,Junior,21,Seth Joba,0,30,508.94,28,23,6,77,0.64167,0.37662,88,6.916335914,0.808,0.779,0.727,0.724,,-0.7013144,0.275,-0.61988191,0.294,-1.32119631,0.236,5,3.971382574
Weber St.,F,78,Junior,8,Viljami Vartiainen,22,24,726.43,4,16,19,74,0.72197,0.43478,81,4.46016822,0.876,0.923,0.697,0.435,,2.2904076,0.814,-1.1507604,0.163,1.1396472,0.594,2.729567174,2.949331216
Northern Colo.,F,82,Senior,21,William Humer,0,1,1.07,1,0,0,0,1,0,1,37.38317757,0.965,0,0.074,0.999,,,,,,,,#N/A,#N/A
Northern Ariz.,F,79,Senior,3,Traivar Jackson,19,29,648.51,44,33,25,91,0,,127,7.833341043,0,0,0.871,0.805,,-1.8140762,0.104,0.59845514,0.644,-1.21562106,0.246,5,3.488458016
Northern Colo.,F,80,Sophomore,7,Ring Nyeri,22,28,726.92,49,27,12,130,0.31694,0.36207,164,9.024376823,0.396,0.723,0.948,0.878,,-0.35495704,0.338,0.65958241,0.661,0.30462537,0.47,5,4.158337948
Idaho St.,F,82,Senior,32,Blake Daberkow,0,29,237.02,15,17,6,29,0.08696,0,33,5.569150283,0.188,0,0.399,0.574,,,,,,,,#N/A,#N/A
Montana St.,F,79,Freshman,15,Grayson Gaddis,0,2,1.5,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Idaho,F,81,Sophomore,15,Ewan Steele,0,11,43.86,0,1,0,8,0.5,0.33333,7,6.383948928,0.634,0.567,0.198,0.67,,,,,,,,#N/A,#N/A
Montana St.,F,80,Sophomore,44,Jaden Steppe,0,29,430.52,14,29,14,56,0.33621,0.30769,55,5.110099415,0.425,0.468,0.548,0.518,,0.02500346,0.41,0.28233146,0.556,0.30733492,0.47,3.705707474,3.213262296
Northern Ariz.,F,80,Sophomore,9,Karl Poom,1,29,568.08,32,45,7,65,0.26178,0.28,59,4.154344459,0.332,0.37,0.574,0.395,,-0.8735002,0.24,-2.2455281,0.021,-3.1190283,0.068,3.735793527,2.749932526
Weber St.,F,81,Sophomore,15,Declan Cutler,0,24,151.05,15,6,4,20,0,,33,8.738828203,0,0,0.399,0.864,,,,,,,,#N/A,#N/A
Weber St.,F,81,Freshman,33,David Hansen,0,23,107.47,5,6,2,18,0.92308,0.29167,19,7.071740951,0.96,0.41,0.298,0.742,,,,,,,,#N/A,#N/A
Sacramento St.,F,83,Senior,9,Jeremiah Cherry,4,4,117.69,5,12,4,22,0.05882,0,19,6.45764296,0.169,0,0.298,0.678,,,,,,,,#N/A,#N/A
Northern Colo.,F,80,Sophomore,0,Walker Asp,0,2,4.23,1,0,0,0,1,0,1,9.456264775,0.965,0,0.074,0.901,,,,,,,,#N/A,#N/A
Portland St.,F,83,Sophomore,13,Kean Webb,0,3,9.86,1,0,0,1,,,2,8.113590264,0,0,0.113,0.822,,,,,,,,#N/A,#N/A
Northern Colo.,F,82,Sophomore,4,Hunter Caldwell,0,11,43.16,1,3,0,4,0.73333,0.45455,2,1.853568119,0.885,0.941,0.113,0.133,,,,,,,,#N/A,#N/A
Idaho,F,79,Freshman,12,Jackson Rasmussen,29,29,930.19,39,57,17,96,0.30573,0.30208,95,4.085186897,0.381,0.447,0.761,0.385,,0.20809945,0.451,0.35143513,0.576,0.55953458,0.511,3.136495736,3.301422801
Sacramento St.,F,80,Freshman,32,Mark Lavrenov,20,28,773.74,77,29,12,127,0.16418,0.27273,187,9.667330111,0.241,0.349,0.97,0.91,,-0.71454704,0.272,-0.78682786,0.247,-1.5013749,0.214,5,3.713113117
Portland St.,F,78,Freshman,32,Brayden Barron,0,17,59.38,5,4,1,11,0,,13,8.757157292,0,0,0.252,0.865,,,,,,,,#N/A,#N/A
Montana,F,79,Freshman,24,Kenyon Aguino,27,27,641.84,29,31,14,80,0.17284,0.32143,92,5.733516141,0.249,0.525,0.747,0.598,,0.2862575,0.467,0.7376383,0.679,1.0238958,0.58,3.737805231,2.878802887
Weber St.,F,78,Junior,0,Edwin Suarez Jr.,19,29,640.8,74,56,38,106,0.02336,0,162,10.11235955,0.14,0,0.944,0.925,,-0.23868259,0.36,0.58405001,0.639,0.34536742,0.476,4.805871249,3.17454319
Weber St.,F,80,Freshman,17,Bourgeois Tshilobo,0,5,7.28,3,0,0,0,0,,3,16.48351648,0,0,0.139,0.988,,,,,,,,#N/A,#N/A
Eastern Wash.,F,80,Junior,4,Alton Hamilton IV,20,30,831.75,69,60,24,101,0.15891,0.34146,134,6.444244064,0.237,0.635,0.891,0.676,,3.4126822,0.918,0.4528837,0.609,3.8655659,0.862,3.727836956,1.820464218
UCF,F,78,Senior,35,Devan Cambridge,3,30,535.45,31,18,15,76,0.44538,0.28302,104,7.769166122,0.568,0.379,0.798,0.8,,2.0696425,0.785,0.57783037,0.637,2.64747287,0.76,4.214956764,3.833889879
Cincinnati,F,79,Senior,32,Jalen Celestine,12,30,695.92,27,22,27,65,0.76847,0.39744,97,5.575353489,0.905,0.845,0.772,0.574,,2.792055,0.869,1.1969372,0.784,3.9889922,0.871,2.595939771,3.234722114
Kansas St.,F,6'9,Senior,21,Khamari McGriff,27,27,550.19,43,26,17,75,0.03205,0.2,109,7.924535161,0.148,0.191,0.816,0.811,potential,2.8216151,0.869,0.74565439,0.681,3.56726949,0.843,4.984369104,2.273413142
Utah,F,80,Senior,32,James Okonkwo,21,28,602.7,75,22,14,75,0,,142,9.424257508,0,0,0.909,0.9,,-0.41836183,0.327,0.98921003,0.742,0.5708482,0.513,5,4.730808208
Oklahoma St.,F,82,Senior,22,Parsa Fallah,26,26,685.03,61,35,30,96,0.12552,0.4,152,8.8755237,0.216,0.849,0.929,0.872,,2.6335528,0.851,1.4241827,0.836,4.0577355,0.876,4.072710185,2.485360066
Arizona,F,80,Senior,30,Tobe Awaka,3,31,666.91,115,35,13,181,0.05682,0.5,274,16.43400159,0.167,0.953,0.997,0.988,,4.273397,0.96,2.7452392,0.962,7.0186362,0.971,5,3.300334052
BYU,F,80,Senior,13,Keba Keita,29,29,642.38,74,23,30,132,0,,213,13.26317756,0,0,0.982,0.977,,1.1380343,0.632,3.7557597,0.991,4.893794,0.923,5,4.232822381
Texas Tech,F,77,Senior,12,Donovan Atwell,31,31,1078.31,22,12,37,80,0.90722,0.45833,127,4.711075665,0.959,0.943,0.871,0.468,,4.8828692,0.976,1.2610047,0.802,6.1438739,0.96,2.3632412,3.283116066
West Virginia,F,80,Senior,15,Jackson Fields,0,9,127.9,12,3,2,19,0.28571,0.25,30,9.382329945,0.358,0.279,0.379,0.898,,,,,,,,#N/A,#N/A
Iowa St.,F,81,Senior,5,Joshua Jefferson,31,31,982.5,62,79,50,168,0.26359,0.35052,201,8.183206107,0.335,0.671,0.977,0.827,,5.6537411,0.989,4.4756693,0.996,10.1294104,0.998,3.422579489,1.725886973
Arizona St.,F,6'8,Senior,23,Allen Mukeba,6,31,513.83,41,31,25,69,0.03125,0.25,104,8.0960629,0.148,0.279,0.798,0.821,potential,0.85117209,0.58,3.0893505,0.974,3.94052259,0.867,4.245550664,3.368092853
Cincinnati,F,83,Senior,18,Baba Miller,29,29,918.44,67,61,23,227,0.18868,0.2,256,11.14934019,0.262,0.191,0.995,0.95,,3.5199215,0.925,3.9611022,0.993,7.4810237,0.98,4.6511178,1.822807338
Kansas St.,F,6'7,Junior,15,Taj Manning,16,29,591.26,61,20,21,86,0.26804,0.15385,148,10.01251564,0.34,0.158,0.921,0.921,potential,-0.86999549,0.241,1.900457,0.896,1.03046151,0.581,4.850704178,4.488060748
BYU,F,79,Junior,2,Tyler Mrus,0,26,257.45,6,5,6,18,0.97872,0.30435,25,3.884249369,0.965,0.453,0.345,0.361,,1.313492,0.661,-0.35418236,0.366,0.95930964,0.567,2.730494847,4.830907156
Texas Tech,F,78,Junior,3,LeJuan Watts,25,30,824.5,60,70,21,119,0.26316,0.32857,130,6.306852638,0.333,0.553,0.879,0.662,,3.2110173,0.906,1.2279506,0.79,4.4389679,0.9,3.278045953,3.027677592
Baylor,F,81,Senior,44,Caden Powell,17,30,709.76,83,32,15,98,0.01869,0,164,9.242560866,0.135,0,0.948,0.892,,2.2500442,0.811,1.4099586,0.832,3.6600028,0.848,4.645791811,3.426143772
Iowa St.,F,81,Senior,4,Eric Mulder,0,17,68.99,9,4,4,17,0.08333,1,26,15.0746485,0.186,0.989,0.351,0.985,,,,,,,,#N/A,#N/A
Oklahoma St.,F,79,Senior,25,Robert Jennings,3,3,38.6,3,3,3,9,0.22222,0.5,12,12.43523316,0.292,0.953,0.244,0.972,,,,,,,,#N/A,#N/A
West Virginia,F,84,Senior,55,Harlan Obioha,31,31,620.03,61,26,10,85,0.00971,1,130,8.386690967,0.125,0.989,0.879,0.841,,-0.64190833,0.287,2.5454357,0.952,1.90352737,0.687,4.763236441,3.869783165
UCF,F,83,Junior,0,Jeremy Foumena,0,24,238.87,22,10,3,38,0.0137,0,53,8.875120358,0.13,0,0.539,0.871,,,,,,,,#N/A,#N/A
UCF,F,84,Junior,9,Elijah Hulsewe,0,14,61.8,9,2,3,12,0,,22,14.2394822,0,0,0.322,0.983,,,,,,,,#N/A,#N/A
West Virginia,F,81,Senior,0,Brenen Lorient,30,30,851.94,57,52,20,93,0.2119,0.33333,118,5.540296265,0.284,0.567,0.844,0.57,,1.8285769,0.749,2.9278585,0.968,4.7564354,0.915,4.01471826,2.306771878
Kansas St.,F,6'7,Senior,6,Marcus Johnson,0,13,82.55,3,9,0,12,0.9,0.2963,6,2.907328892,0.957,0.421,0.186,0.235,potential,-0.31,0.347,-0.81,0.241,-1.11,0.262,3.8,4.7
Iowa St.,F,82,Junior,23,Blake Buchanan,30,31,745.11,90,34,18,90,0.00575,0,164,8.804069198,0.118,0,0.948,0.867,,2.1340392,0.795,2.4138705,0.945,4.5479097,0.906,5,3.445706557
Oklahoma St.,F,80,Senior,4,Christian Coleman,22,30,718.18,40,36,24,110,0.22222,0.28,138,7.686095408,0.292,0.37,0.901,0.795,,1.9523089,0.77,1.3977709,0.829,3.3500798,0.828,4.312987321,3.870100829
Arizona,F,86,Junior,13,Motiejus Krivas,31,31,774.18,92,44,21,162,0.0567,0.36364,231,11.93520887,0.167,0.727,0.989,0.965,,2.9404412,0.884,4.8648196,0.998,7.8052608,0.985,5,3.234832703
TCU,F,77,Sophomore,00,Jace Posey,0,26,304.8,26,17,11,37,0.13265,0.15385,57,7.480314961,0.221,0.158,0.561,0.778,,0.77280189,0.566,0.053980146,0.491,0.826782036,0.545,3.958968003,4.314055864
Iowa St.,F,80,Junior,22,Milan Momcilovic,31,31,926.65,5,27,26,92,0.66667,0.5,96,4.143959424,0.828,0.953,0.769,0.393,,5.8795256,0.992,2.2809951,0.937,8.1605207,0.988,2.763002834,2.132948331
Arizona St.,F,6'8,Sophomore,8,Marcus Adams Jr.,0,14,164.32,6,7,3,27,0.65854,0.2963,29,7.0593963,0.823,0.421,0.374,0.74,potential,1.03,0.614,-0.54,0.316,0.49,0.498,4.4,4.6
Houston,F,83,Sophomore,13,Jacob McFarland,0,3,9.47,1,0,1,2,0,,4,16.89545935,0,0,0.161,0.989,,,,,,,,#N/A,#N/A
Houston,F,80,Junior,11,Joseph Tugler,30,31,710.34,90,37,41,71,0.00581,1,165,9.291325281,0.118,0.989,0.95,0.894,,2.8923018,0.879,4.7332482,0.997,7.62555,0.983,4.627039781,3.187863531
UCF,F,81,Junior,99,Jordan Burks,30,30,833.58,41,27,31,101,0.48123,0.38298,146,7.005926246,0.614,0.803,0.916,0.736,,2.7747164,0.866,0.79450676,0.69,3.56922316,0.843,3.470770205,3.556805162
Houston,F,83,Senior,14,Kalifa Sakho,1,28,361.64,30,13,7,43,0,,67,7.410684659,0,0,0.622,0.772,,-0.17465002,0.372,1.4595597,0.844,1.28490968,0.613,4.887287847,4.367311457
Texas Tech,F,81,Junior,15,JT Toppin,25,25,870.39,105,62,34,166,0.13349,0.2807,243,11.16740771,0.222,0.372,0.992,0.951,,4.581885,0.969,4.0826868,0.993,8.6645718,0.991,4.99685189,2.421631898
Utah,F,81,Junior,7,Josh Hayes,10,31,410.05,33,13,2,28,0,,50,4.877453969,0,0,0.519,0.488,,0.13966625,0.435,-1.184696,0.156,-1.04502975,0.274,5,4.346641782
Utah,F,81,Junior,8,Keanu Dawes,31,31,951.52,60,58,16,209,0.36923,0.3125,227,9.542626534,0.464,0.49,0.988,0.904,,3.4854034,0.922,1.2082065,0.785,4.6936099,0.913,4.630758853,2.286446582
Colorado,F,83,Junior,8,Bangot Dak,29,31,792.56,51,41,20,150,0.18085,0.23529,180,9.084485717,0.255,0.257,0.964,0.882,,1.1438305,0.633,2.3388436,0.939,3.4826741,0.837,5,3.53771098
Utah,F,79,Junior,0,Seydou Traore,30,30,855.77,19,56,37,82,0.51029,0.33065,82,3.832805544,0.666,0.564,0.701,0.355,,-0.083540905,0.393,1.2480342,0.796,1.164493295,0.598,2.353899434,3.666787366
Arizona St.,F,6'11,Sophomore,1,Santiago Trouet,28,29,735.78,66,22,20,103,0.12632,0.20833,167,9.078800728,0.218,0.216,0.952,0.882,potential,-0.25521726,0.356,0.69168428,0.667,0.43646702,0.494,4.477898698,4.2221853
Cincinnati,F,86,Sophomore,52,Moustapha Thiam,29,29,766.43,60,39,23,135,0.16187,0.24444,179,9.342014274,0.24,0.274,0.964,0.896,,0.60658363,0.531,3.0339422,0.973,3.64052583,0.847,5,3.202236446
Houston,F,77,Freshman,24,Chase McCarty,0,29,331.5,29,6,10,38,0.82418,0.34667,71,8.567119155,0.936,0.656,0.643,0.853,,0.69817962,0.546,1.6599602,0.87,2.35813982,0.733,4.318658131,4.061783619
UCF,F,86,Sophomore,7,John Bol,30,30,550.67,52,34,9,111,0,,138,10.0241524,0,0,0.901,0.922,,0.80653618,0.572,2.0362279,0.913,2.84276408,0.784,5,3.61129083
Utah,F,81,Freshman,31,Ibrahima Traore,0,9,55.97,2,2,2,4,0,,6,4.288011435,0,0,0.186,0.41,,,,,,,,#N/A,#N/A
Texas Tech,F,82,Sophomore,9,Luke Bamgboye,9,18,295.95,18,12,6,39,0.01818,0,51,6.89305626,0.134,0,0.525,0.722,,-0.40723783,0.329,3.8975469,0.993,3.49030907,0.838,5,4.055383082
Texas Tech,F,80,Sophomore,5,Josiah Moseley,0,11,134.01,12,3,3,28,0.16129,0.6,40,11.93940751,0.24,0.98,0.448,0.965,,,,,,,,#N/A,#N/A
TCU,F,78,Sophomore,5,Micah Robinson,9,31,815.69,43,44,37,102,0.44898,0.31818,138,6.767276784,0.573,0.512,0.901,0.709,,1.952645,0.77,2.1361194,0.921,4.0887644,0.878,3.088215219,3.168033369
TCU,F,79,Sophomore,15,David Punch,30,30,882.81,58,49,42,140,0.12871,0.20513,191,8.654183799,0.218,0.213,0.972,0.859,,1.6803427,0.726,4.4469932,0.995,6.1273359,0.959,4.307161091,2.749115856
Texas Tech,F,76,Sophomore,6,Leon Horner,0,21,181.27,13,7,5,28,0.22727,0.4,39,8.60594693,0.298,0.849,0.44,0.857,,,,,,,,#N/A,#N/A
West Virginia,F,81,Freshman,8,Abraham Oyeadier,0,1,2.37,0,0,0,2,,,2,33.75527426,0,0,0.113,0.997,,,,,,,,#N/A,#N/A
Oklahoma St.,F,83,Sophomore,19,Andrija Vukovic,3,27,412.06,42,18,13,50,0.03333,0.33333,87,8.445372033,0.15,0.567,0.723,0.845,,1.0448137,0.616,0.16427233,0.524,1.20908603,0.604,4.307523333,3.481195219
BYU,F,82,Junior,5,Mihailo Boskovic,5,30,385.64,19,19,5,41,0.59302,0.27451,46,4.771289285,0.762,0.357,0.49,0.477,,-0.29380251,0.348,0.10427719,0.506,-0.18952532,0.401,3.721957677,4.28079684
Colorado,F,83,Sophomore,7,Sebastian Rancik,26,29,813.8,33,50,27,128,0.46275,0.33051,138,6.782993364,0.593,0.563,0.901,0.711,,1.7066462,0.731,1.5985114,0.863,3.3051576,0.825,3.601152184,2.999305247
Colorado,F,82,Senior,50,Elijah Malone,22,28,387.46,31,21,12,51,0.13402,0.30769,73,7.536261808,0.223,0.468,0.654,0.782,,0.69467059,0.545,1.2720102,0.806,1.96668079,0.692,4.25245934,3.774258096
Cincinnati,F,81,Sophomore,24,Tyler McKinley,3,23,300.73,27,10,8,27,0.05128,0,52,6.916503176,0.162,0,0.532,0.724,,-1.1665774,0.187,0.55180897,0.63,-0.61476843,0.331,3.528657893,4.762967618
Cincinnati,F,82,Sophomore,65,Halvine Dzellat,0,24,211.94,28,10,4,23,0.02632,0,45,8.492969708,0.142,0,0.482,0.847,,,,,,,,#N/A,#N/A
UCF,F,80,Senior,4,Jamichael Stillwell,27,28,788.46,88,45,31,126,0.15254,0.33333,200,10.14636126,0.234,0.567,0.976,0.926,,3.3355508,0.914,2.0380408,0.913,5.3735916,0.941,3.823922074,2.92665962
Kansas,F,81,Sophomore,40,Flory Bidunga,30,31,984.69,90,48,23,190,0.00704,0,255,10.35859001,0.12,0,0.995,0.933,,4.1221841,0.953,5.1662172,0.999,9.2884013,0.995,4.944047736,2.498396381
TCU,F,82,Senior,23,Vianney Salatchoum,0,19,108.41,7,8,2,10,0,,11,4.058666175,0,0,0.234,0.382,,,,,,,,#N/A,#N/A
BYU,F,81,Sophomore,7,Khadim Mboup,2,30,459.96,42,22,17,103,0.1746,0.18182,140,12.17497174,0.25,0.18,0.905,0.969,,0.47063939,0.505,2.5498568,0.952,3.02049619,0.801,5,4.971083412
BYU,F,80,Freshman,24,Dominique Diomande,0,20,117.97,6,3,7,15,0.5,0.16667,25,8.476731372,0.634,0.166,0.345,0.846,,,,,,,,#N/A,#N/A
Utah,F,80,Freshman,13,Kendyl Sanders,0,31,629.83,23,21,18,73,0.56618,0.4026,93,5.906355683,0.728,0.867,0.752,0.618,,0.30782147,0.471,0.23433611,0.542,0.54215758,0.51,3.553625959,4.306827994
Arizona,F,79,Freshman,8,Ivan Kharchenkov,31,31,844.94,34,42,46,91,0.35417,0.29412,129,6.106942505,0.444,0.414,0.877,0.641,,2.4968477,0.838,3.2103843,0.979,5.707232,0.949,2.410471255,3.528276615
Arizona,F,80,Freshman,10,Koa Peat,28,28,762.22,54,45,20,95,0.06762,0.31579,124,6.507307601,0.177,0.503,0.864,0.683,,3.8882067,0.944,3.3930466,0.984,7.2812533,0.976,3.360062982,2.681798961
Arizona,F,82,Freshman,15,Sidi Gueye,0,22,78.22,4,5,2,13,0,,14,7.159294298,0,0,0.261,0.751,,,,,,,,#N/A,#N/A
BYU,F,81,Freshman,3,AJ Dybantsa,31,31,1061.39,47,90,32,161,0.24612,0.33858,150,5.652964509,0.314,0.622,0.925,0.584,,6.8045512,0.996,2.4782477,0.949,9.2827989,0.994,2.741291038,1
Kansas,F,84,Freshman,34,Paul Mbiya,0,17,71.97,7,2,0,14,0,,19,10.55995554,0,0,0.298,0.939,,,,,,,,#N/A,#N/A
Kansas,F,82,Freshman,15,Bryson Tiller,27,31,817.07,46,59,10,143,0.24138,0.28571,140,6.85375794,0.31,0.382,0.905,0.717,,0.83466698,0.578,3.099178,0.975,3.93384498,0.866,4.384035295,4.058054598
Kansas,F,80,Freshman,6,Samis Calderon,0,15,63.68,2,3,2,10,0.5,0,11,6.909547739,0.634,0,0.234,0.724,,,,,,,,#N/A,#N/A
TCU,F,80,Junior,24,Xavier Edmonds,30,31,703.24,90,57,32,116,0.1893,0.41304,181,10.29520505,0.264,0.887,0.965,0.93,,2.7910691,0.868,2.3642556,0.94,5.1553247,0.935,4.970189811,1.921537117
